movieId,userId,rating,timestamp
1,1,4.0,2000-07-30 18:45:03
3,1,4.0,2000-07-30 18:20:47
6,1,4.0,2000-07-30 18:37:04
47,1,5.0,2000-07-30 19:03:35
50,1,5.0,2000-07-30 18:48:51
70,1,3.0,2000-07-30 18:40:00
101,1,5.0,2000-07-30 18:14:28
110,1,4.0,2000-07-30 18:36:16
151,1,5.0,2000-07-30 19:07:21
157,1,5.0,2000-07-30 19:08:20
163,1,5.0,2000-07-30 19:00:50
216,1,5.0,2000-07-30 18:20:08
223,1,3.0,2000-07-30 18:16:25
231,1,5.0,2000-07-30 18:19:39
235,1,4.0,2000-07-30 18:15:08
260,1,5.0,2000-07-30 18:28:00
296,1,3.0,2000-07-30 18:49:27
316,1,3.0,2000-07-30 18:38:30
333,1,5.0,2000-07-30 18:19:39
349,1,4.0,2000-07-30 18:42:43
356,1,4.0,2000-07-30 18:16:02
362,1,5.0,2000-07-30 18:43:08
367,1,4.0,2000-07-30 18:28:30
423,1,3.0,2000-07-30 18:39:23
441,1,4.0,2000-07-30 18:14:28
457,1,5.0,2000-07-30 18:31:49
480,1,4.0,2000-07-30 18:39:06
500,1,3.0,2000-07-30 18:20:08
527,1,5.0,2000-07-30 19:06:42
543,1,4.0,2000-07-30 18:19:39
552,1,4.0,2000-07-30 18:44:13
553,1,5.0,2000-07-30 19:09:13
590,1,4.0,2000-07-30 18:42:26
592,1,4.0,2000-07-30 18:37:51
593,1,4.0,2000-07-30 19:03:13
596,1,5.0,2000-07-30 18:47:18
608,1,5.0,2000-07-30 18:48:51
648,1,3.0,2000-07-30 18:42:43
661,1,5.0,2000-07-30 18:47:18
673,1,3.0,2000-07-30 18:29:35
733,1,4.0,2000-07-30 18:40:00
736,1,3.0,2000-07-30 18:44:13
780,1,3.0,2000-07-30 19:08:06
804,1,4.0,2000-07-30 18:08:19
919,1,5.0,2000-07-30 18:41:15
923,1,5.0,2000-07-30 18:25:29
940,1,5.0,2000-07-30 18:36:16
943,1,4.0,2000-07-30 19:00:14
954,1,5.0,2000-07-30 18:53:39
1009,1,3.0,2000-07-30 18:29:35
1023,1,5.0,2000-07-30 18:44:41
1024,1,5.0,2000-07-30 18:47:56
1025,1,5.0,2000-07-30 18:46:31
1029,1,5.0,2000-07-30 18:47:35
1030,1,3.0,2000-07-30 18:48:23
1031,1,5.0,2000-07-30 18:44:13
1032,1,5.0,2000-07-30 18:46:31
1042,1,4.0,2000-07-30 18:19:39
1049,1,5.0,2000-07-30 18:40:00
1060,1,4.0,2000-07-30 18:15:24
1073,1,5.0,2000-07-30 18:28:00
1080,1,5.0,2000-07-30 18:22:07
1089,1,5.0,2000-07-30 18:49:11
1090,1,4.0,2000-07-30 19:06:58
1092,1,5.0,2000-07-30 18:58:04
1097,1,5.0,2000-07-30 18:28:00
1127,1,4.0,2000-07-30 18:41:53
1136,1,5.0,2000-07-30 18:22:07
1196,1,5.0,2000-07-30 18:30:27
1197,1,5.0,2000-07-30 18:31:12
1198,1,5.0,2000-07-30 18:30:27
1206,1,5.0,2000-07-30 19:02:17
1208,1,4.0,2000-07-30 18:54:10
1210,1,5.0,2000-07-30 18:08:19
1213,1,5.0,2000-07-30 18:49:11
1214,1,4.0,2000-07-30 18:30:55
1219,1,2.0,2000-07-30 18:56:33
1220,1,5.0,2000-07-30 18:31:49
1222,1,5.0,2000-07-30 18:31:49
1224,1,5.0,2000-07-30 19:06:58
1226,1,5.0,2000-07-30 19:00:18
1240,1,5.0,2000-07-30 19:02:03
1256,1,5.0,2000-07-30 18:24:02
1258,1,3.0,2000-07-30 18:56:54
1265,1,4.0,2000-07-30 18:59:59
1270,1,5.0,2000-07-30 19:01:45
1275,1,5.0,2000-07-30 18:38:10
1278,1,5.0,2000-07-30 18:56:54
1282,1,5.0,2000-07-30 18:45:03
1291,1,5.0,2000-07-30 18:31:49
1298,1,5.0,2000-07-30 19:08:06
1348,1,4.0,2000-07-30 18:56:33
1377,1,3.0,2000-07-30 18:44:13
1396,1,3.0,2000-07-30 18:50:17
1408,1,3.0,2000-07-30 18:38:30
1445,1,3.0,2000-07-30 19:08:32
1473,1,4.0,2000-07-30 18:14:35
1500,1,4.0,2000-07-30 18:16:25
1517,1,5.0,2000-07-30 18:18:27
1552,1,4.0,2000-07-30 18:43:40
1573,1,5.0,2000-07-30 18:38:10
1580,1,3.0,2000-07-30 18:18:45
1587,1,5.0,2000-07-30 18:39:06
1617,1,5.0,2000-07-30 18:49:11
1620,1,4.0,2000-07-30 18:50:56
1625,1,5.0,2000-07-30 18:58:24
1644,1,3.0,2000-07-30 18:58:56
1676,1,3.0,2000-07-30 18:43:40
1732,1,5.0,2000-07-30 18:18:45
1777,1,4.0,2000-07-30 18:20:30
1793,1,4.0,2000-07-30 18:23:24
1804,1,5.0,2000-07-30 18:50:34
1805,1,4.0,2000-07-30 18:50:56
1920,1,4.0,2000-07-30 18:29:40
1927,1,5.0,2000-07-30 18:24:57
1954,1,5.0,2000-07-30 18:36:16
1967,1,4.0,2000-07-30 18:28:30
2000,1,4.0,2000-07-30 18:36:51
2005,1,5.0,2000-07-30 18:28:30
2012,1,4.0,2000-07-30 19:09:36
2018,1,5.0,2000-07-30 18:08:43
2028,1,4.0,2000-07-30 18:31:28
2033,1,5.0,2000-07-30 18:48:23
2046,1,4.0,2000-07-30 18:42:43
2048,1,5.0,2000-07-30 18:46:31
2054,1,4.0,2000-07-30 18:29:07
2058,1,5.0,2000-07-30 18:40:00
2078,1,5.0,2000-07-30 18:47:18
2090,1,5.0,2000-07-30 18:47:18
2093,1,3.0,2000-07-30 18:28:30
2094,1,5.0,2000-07-30 18:44:13
2096,1,4.0,2000-07-30 18:47:18
2099,1,4.0,2000-07-30 18:43:08
2105,1,4.0,2000-07-30 18:28:45
2115,1,5.0,2000-07-30 18:42:09
2116,1,5.0,2000-07-30 18:47:56
2137,1,5.0,2000-07-30 18:46:31
2139,1,5.0,2000-07-30 18:46:31
2141,1,5.0,2000-07-30 18:47:18
2143,1,4.0,2000-07-30 18:28:45
2161,1,5.0,2000-07-30 18:28:30
2174,1,4.0,2000-07-30 18:28:00
2193,1,4.0,2000-07-30 18:28:30
2253,1,2.0,2000-07-30 18:29:35
2268,1,4.0,2000-07-30 18:49:49
2273,1,4.0,2000-07-30 18:38:30
2291,1,5.0,2000-07-30 19:01:04
2329,1,5.0,2000-07-30 18:54:23
2338,1,2.0,2000-07-30 18:59:06
2353,1,5.0,2000-07-30 19:04:21
2366,1,4.0,2000-07-30 18:41:02
2387,1,5.0,2000-07-30 18:52:03
2389,1,2.0,2000-07-30 18:51:34
2395,1,5.0,2000-07-30 18:18:13
2406,1,4.0,2000-07-30 18:38:30
2414,1,3.0,2000-07-30 18:41:53
2427,1,5.0,2000-07-30 18:37:22
2450,1,4.0,2000-07-30 18:43:40
2459,1,5.0,2000-07-30 18:56:54
2470,1,5.0,2000-07-30 18:43:08
2478,1,4.0,2000-07-30 19:09:29
2492,1,4.0,2000-08-08 07:27:42
2502,1,5.0,2000-07-30 18:21:18
2528,1,3.0,2000-07-30 18:38:48
2529,1,5.0,2000-07-30 18:37:22
2542,1,5.0,2000-07-30 18:21:05
2571,1,5.0,2000-07-30 18:31:28
2580,1,5.0,2000-07-30 18:50:00
2596,1,5.0,2000-07-30 18:19:04
2616,1,4.0,2000-07-30 18:51:20
2617,1,2.0,2000-07-30 18:43:08
2628,1,4.0,2000-07-30 18:08:43
2640,1,4.0,2000-07-30 18:39:37
2641,1,5.0,2000-07-30 18:43:40
2644,1,4.0,2000-07-30 18:56:33
2648,1,4.0,2000-07-30 18:56:54
2654,1,5.0,2000-07-30 18:56:33
2657,1,3.0,2000-07-30 18:57:06
2692,1,5.0,2000-07-30 18:30:55
2700,1,5.0,2000-07-30 18:16:25
2716,1,5.0,2000-07-30 18:56:54
2761,1,5.0,2000-07-30 18:45:03
2797,1,4.0,2000-07-30 18:28:30
2826,1,4.0,2000-07-30 18:08:43
2858,1,5.0,2000-07-30 18:14:28
2872,1,5.0,2000-07-30 18:28:00
2899,1,5.0,2000-07-30 18:45:03
2916,1,4.0,2000-07-30 18:38:10
2944,1,5.0,2000-07-30 18:31:12
2947,1,5.0,2000-07-30 18:36:16
2948,1,5.0,2000-07-30 18:36:31
2949,1,5.0,2000-07-30 18:31:28
2959,1,5.0,2000-07-30 18:54:42
2985,1,4.0,2000-07-30 18:50:34
2987,1,5.0,2000-07-30 18:41:35
2991,1,5.0,2000-07-30 18:37:51
2993,1,5.0,2000-07-30 18:37:22
2997,1,4.0,2000-07-30 18:14:56
3033,1,5.0,2000-07-30 19:02:42
3034,1,5.0,2000-07-30 18:46:31
3052,1,5.0,2000-07-30 18:20:08
3053,1,5.0,2000-07-30 19:08:06
3062,1,4.0,2000-07-30 18:31:12
3147,1,5.0,2000-07-30 19:04:33
3168,1,4.0,2000-07-30 18:41:35
3176,1,1.0,2000-07-30 18:58:24
3243,1,3.0,2000-07-30 18:18:13
3247,1,3.0,2000-07-30 18:51:48
3253,1,5.0,2000-07-30 18:18:27
3273,1,5.0,2000-07-30 18:58:56
3386,1,5.0,2000-07-30 18:58:04
3439,1,4.0,2000-07-30 18:29:59
3440,1,4.0,2000-07-30 18:29:59
3441,1,5.0,2000-07-30 18:38:48
3448,1,5.0,2000-07-30 19:07:34
3450,1,5.0,2000-07-30 18:19:04
3479,1,4.0,2000-07-30 18:28:45
3489,1,4.0,2000-07-30 18:29:35
3527,1,4.0,2000-07-30 18:37:51
3578,1,5.0,2000-07-30 18:11:08
3617,1,4.0,2000-07-30 18:11:23
3639,1,4.0,2000-07-30 18:37:51
3671,1,5.0,2000-07-30 18:26:29
3702,1,5.0,2000-07-30 19:02:17
3703,1,5.0,2000-07-30 18:31:49
3729,1,5.0,2000-07-30 18:39:23
3740,1,4.0,2000-07-30 18:40:17
3744,1,4.0,2000-07-30 18:11:34
3793,1,5.0,2000-07-30 18:30:55
3809,1,4.0,2000-07-30 18:20:20
4006,1,4.0,2000-07-30 18:48:23
5060,1,5.0,2000-07-30 19:06:42
318,2,3.0,2015-10-24 19:27:15
333,2,4.0,2015-10-24 19:30:29
1704,2,4.5,2015-10-24 19:33:48
3578,2,4.0,2015-10-24 19:28:05
6874,2,4.0,2015-10-24 19:29:12
8798,2,3.5,2015-10-24 19:29:20
46970,2,4.0,2015-10-24 19:30:13
48516,2,4.0,2015-10-24 19:31:04
58559,2,4.5,2015-10-24 19:32:21
60756,2,5.0,2015-10-24 19:29:40
68157,2,4.5,2015-10-24 19:32:34
71535,2,3.0,2015-10-24 19:29:34
74458,2,4.0,2015-10-24 19:28:46
77455,2,3.0,2015-10-24 19:29:01
79132,2,4.0,2015-10-24 19:27:21
80489,2,4.5,2015-10-24 19:35:40
80906,2,5.0,2015-10-24 19:32:52
86345,2,4.0,2015-10-24 19:32:46
89774,2,5.0,2015-10-24 19:33:09
91529,2,3.5,2015-10-24 19:28:11
91658,2,2.5,2015-10-24 19:28:58
99114,2,3.5,2015-10-24 19:27:54
106782,2,5.0,2015-10-24 19:29:26
109487,2,3.0,2015-10-24 19:32:25
112552,2,4.0,2015-10-24 19:28:02
114060,2,2.0,2015-10-24 19:34:36
115713,2,3.5,2015-10-24 19:27:34
122882,2,5.0,2015-10-24 19:34:32
131724,2,5.0,2015-10-24 19:27:31
31,3,0.5,2011-05-27 02:32:58
527,3,0.5,2011-05-27 02:44:35
647,3,0.5,2011-05-27 02:33:39
688,3,0.5,2011-05-27 02:43:48
720,3,0.5,2011-05-27 02:33:15
849,3,5.0,2011-05-27 02:33:31
914,3,0.5,2011-05-27 02:32:47
1093,3,0.5,2011-05-27 02:33:47
1124,3,0.5,2011-05-27 02:43:36
1263,3,0.5,2011-05-27 02:32:49
1272,3,0.5,2011-05-27 02:33:44
1275,3,3.5,2011-05-27 02:28:43
1302,3,0.5,2011-05-27 02:43:09
1371,3,3.0,2011-05-27 02:32:41
1587,3,4.5,2011-05-27 02:40:03
2018,3,0.5,2011-05-27 02:42:55
2080,3,0.5,2011-05-27 02:32:52
2090,3,0.5,2011-05-27 02:44:21
2105,3,2.0,2011-05-27 02:32:39
2288,3,4.0,2011-05-27 02:33:51
2424,3,0.5,2011-05-27 02:44:53
2851,3,5.0,2011-05-27 02:38:45
3024,3,4.5,2011-05-27 02:40:54
3210,3,0.5,2011-05-27 02:33:58
3703,3,5.0,2011-05-27 02:33:23
3949,3,0.5,2011-05-27 02:44:05
4518,3,5.0,2011-05-27 02:36:10
5048,3,0.5,2011-05-27 02:44:44
5181,3,5.0,2011-05-27 02:35:18
5746,3,5.0,2011-05-27 02:35:08
5764,3,4.5,2011-05-27 02:40:21
5919,3,5.0,2011-05-27 02:37:05
6238,3,0.5,2011-05-27 02:43:24
6835,3,5.0,2011-05-27 02:34:30
7899,3,4.5,2011-05-27 02:40:36
7991,3,5.0,2011-05-27 02:34:44
26409,3,4.5,2011-05-27 02:39:53
70946,3,5.0,2011-05-27 02:36:55
72378,3,0.5,2011-05-27 02:42:44
21,4,3.0,2001-04-10 20:39:59
32,4,2.0,1999-12-14 12:10:47
45,4,3.0,2001-04-10 20:37:27
47,4,2.0,1999-12-14 12:10:25
52,4,3.0,2000-07-26 14:46:26
58,4,3.0,2000-07-25 15:20:44
106,4,4.0,2001-04-09 20:39:44
125,4,5.0,2000-07-26 14:45:58
126,4,1.0,2001-04-09 20:42:00
162,4,5.0,1999-12-13 09:49:31
171,4,3.0,1999-12-13 09:47:08
176,4,5.0,2000-07-26 14:42:45
190,4,2.0,1999-12-13 10:00:59
215,4,5.0,1999-12-13 09:57:58
